Brand,Model,CPU,GPU,RAM_GB,Storage_GB,Touchscreen,Weight_kg,Screen_Size_inch,Brand_Discount,Member_Discount
Lenovo,IdeaPad 5,Intel i9-14900HK,NVIDIA RTX 4080,128,256,True,3.01,18.4,110,254.38
Lenovo,ThinkBook 14s,Intel Core Ultra 9 15700H,Intel Arc A750M,128,256,False,3.46,17.3,110,115.98
Acer,TravelMate P6,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,8,1024,False,1.22,13.3,80,161.18
HP,Pavilion 15,Intel Core Ultra 9 15700H,Intel Arc A750M,128,2048,False,3.11,17.3,90,124.94
Dell,Inspiron 15,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,4096,True,1.37,14.0,120,172.54
Acer,Nitro 5,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,1024,True,1.45,14.0,80,179.79
Microsoft,Surface Go 3,Intel Core Ultra 7 15500H,Intel Arc A750M,128,4096,True,3.28,17.3,100,141.18
Microsoft,Surface Book 3,Intel i5-14500H,NVIDIA RTX 3050,64,2048,True,2.94,17.3,100,110.34
HP,Spectre x360,Intel i5-14500H,Intel Iris Xe,16,4096,False,2.5,15.6,90,133.53
Acer,Nitro 5,Intel i5-14500H,Intel Iris Xe,8,1024,False,1.2,14.0,80,111.05
Asus,TUF Gaming F15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,2048,False,3.26,17.3,100,197.93
Acer,TravelMate P6,Intel i7-14800H,NVIDIA RTX 4070,64,4096,False,2.23,16.0,80,230.41
Lenovo,Yoga Slim 7,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,2048,True,1.47,14.0,110,134.44
Dell,Latitude 7420,AMD Ryzen 5 8600H,AMD Radeon 680M,16,256,False,3.08,18.4,120,76.18
Dell,XPS 13,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,1024,True,1.48,13.3,120,197.18
Dell,XPS 15,Intel i9-14900HK,NVIDIA RTX 4080,8,4096,False,2.7,18.4,120,248.05
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,64,1024,False,2.79,17.3,120,99.22
Acer,Nitro 5,Intel i7-14800H,NVIDIA RTX 4080,8,1024,True,3.01,17.3,80,152.82
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4080,128,512,False,2.75,18.4,100,207.26
Microsoft,Surface Go 3,AMD Ryzen 7 8800H,AMD Radeon 780M,64,1024,True,1.19,14.0,100,130.22
HP,Pavilion 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,512,False,1.12,14.0,90,149.71
Asus,ZenBook 14,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,1024,False,1.17,13.3,100,133.03
Lenovo,Legion 5,Intel i7-14800H,NVIDIA RTX 4080,32,512,False,1.37,13.3,110,182.83
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,4096,False,2.66,17.3,100,95.38
Acer,Predator Helios 300,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,512,True,1.34,14.0,80,113.66
Asus,VivoBook S15,Intel i5-14500H,Intel Iris Xe,64,4096,True,1.28,14.0,100,123.08
HP,Spectre x360,Intel i5-14600H,NVIDIA RTX 4050,8,256,False,1.32,14.0,90,100.78
Dell,Alienware M15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,512,True,2.77,18.4,120,220.72
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,4096,True,2.23,15.6,100,274.65
Acer,Swift 3,Intel i7-14800H,NVIDIA RTX 4080,64,1024,False,2.81,17.3,80,169.22
Microsoft,Surface Laptop Studio,AMD Ryzen 5 8600H,AMD Radeon 680M,64,4096,True,2.3,16.0,100,168.81
Microsoft,Surface Pro 8,AMD Ryzen 5 8600H,AMD Radeon 680M,8,512,True,2.41,16.0,100,112.36
HP,Spectre x360,AMD Ryzen 5 8600H,AMD Radeon 680M,8,1024,True,2.77,18.4,90,99.38
Lenovo,Legion 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,4096,True,2.57,17.3,110,118.18
Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 4050,128,256,False,2.75,18.4,120,186.87
Microsoft,Surface Book 3,AMD Ryzen 9 8900HX,AMD Radeon 780M,16,256,True,1.16,13.3,100,146.62
Dell,Latitude 7420,Intel i7-14800H,NVIDIA RTX 4080,32,4096,True,2.16,15.6,120,177.78
Microsoft,Surface Book 3,Intel i7-14800H,NVIDIA RTX 4080,32,256,True,1.85,15.6,100,158.58
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4070,128,256,True,1.24,13.3,100,194.48
HP,EliteBook 840,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,4096,True,2.12,16.0,90,253.65
Microsoft,Surface Pro 8,AMD Ryzen 9 8900HX,AMD Radeon 780M,8,2048,False,1.19,14.0,100,121.94
HP,Omen 15,Intel i7-14700H,NVIDIA RTX 4070,64,256,False,1.16,13.3,90,177.46
Lenovo,Yoga Slim 7,Intel i7-14700H,NVIDIA RTX 4070,64,512,False,2.11,16.0,110,175.99
Asus,ExpertBook B9,AMD Ryzen 5 8600H,AMD Radeon 680M,32,256,False,1.17,14.0,100,85.08
Lenovo,Yoga Slim 7,Intel i7-14800H,NVIDIA RTX 4070,16,4096,False,1.04,14.0,110,207.03
Lenovo,Legion 5,Intel i7-14800H,NVIDIA RTX 4060,128,512,False,3.24,18.4,110,220.16
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,128,256,True,2.26,15.6,120,176.98
Lenovo,IdeaPad 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,16,1024,True,1.31,13.3,110,195.33
Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4070,64,256,False,1.05,14.0,120,177.46
Acer,Swift 3,Intel i5-14600H,NVIDIA RTX 4050,128,1024,False,1.25,13.3,80,167.78
Dell,XPS 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,512,False,1.71,16.0,120,184.32
HP,Spectre x360,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,1024,False,1.15,13.3,90,194.78
Microsoft,Surface Laptop Studio,Intel i7-14800H,NVIDIA RTX 4080,8,256,False,1.55,16.0,100,200.17
Lenovo,ThinkBook 14s,Intel i9-14900HK,NVIDIA RTX 4080,8,2048,False,2.55,17.3,110,233.72
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,128,512,True,2.96,17.3,100,249.56
Acer,TravelMate P6,Intel i7-14700H,NVIDIA RTX 4070,128,4096,True,1.72,16.0,80,196.18
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,64,2048,True,1.12,14.0,100,175.48
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,2048,False,3.0,17.3,120,179.94
Acer,Aspire 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,256,True,2.6,18.4,80,190.93
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,64,256,True,1.51,16.0,100,181.66
Microsoft,Surface Go 3,AMD Ryzen 7 8800H,AMD Radeon 780M,16,1024,True,1.22,13.3,100,133.22
Asus,VivoBook S15,Intel i7-14700H,NVIDIA RTX 4060,64,256,True,1.36,13.3,100,161.86
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,64,512,False,2.81,17.3,120,205.32
Lenovo,ThinkPad X1 Carbon,Intel i7-14700H,NVIDIA RTX 4070,8,2048,False,2.46,15.6,110,158.33
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,4096,False,3.32,18.4,120,130.38
Dell,Latitude 7420,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,2048,True,2.49,16.0,120,151.12
Asus,VivoBook S15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,1024,False,2.99,17.3,100,173.78
Lenovo,Legion 5,Intel i5-14600H,NVIDIA RTX 4050,64,1024,True,2.17,16.0,110,164.81
Asus,ExpertBook B9,Intel Core Ultra 9 15700H,Intel Arc A750M,8,256,True,2.2,16.0,100,73.98
Lenovo,IdeaPad 5,Intel Core Ultra 7 15500H,Intel Arc A750M,128,256,False,2.09,15.6,110,115.98
Acer,Aspire 5,Intel i7-14700H,NVIDIA RTX 4060,32,4096,False,1.55,16.0,80,164.14
Lenovo,Legion 5,Intel i7-14800H,NVIDIA RTX 4080,64,2048,True,3.32,17.3,110,216.41
Microsoft,Surface Book 3,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,256,True,3.42,18.4,100,163.66
Acer,TravelMate P6,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,1024,False,2.28,15.6,80,293.75
Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,1024,True,3.06,17.3,120,266.31
Acer,Predator Helios 300,Intel i7-14700H,NVIDIA RTX 4060,16,2048,True,2.73,17.3,80,126.14
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,4096,True,1.23,13.3,120,189.81
Asus,ZenBook 14,Intel i5-14500H,Intel Iris Xe,16,4096,False,1.57,15.6,100,133.53
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4060,128,4096,True,1.25,14.0,100,257.15
Dell,Latitude 7420,Intel i7-14800H,NVIDIA RTX 4080,8,1024,True,1.98,15.6,120,213.95
Acer,Predator Helios 300,Intel i7-14800H,NVIDIA RTX 4080,64,4096,True,1.8,15.6,80,266.81
HP,Pavilion 15,Intel i9-14900HK,NVIDIA RTX 4070,128,1024,False,1.43,13.3,90,263.65
Acer,Aspire 5,Intel i7-14700H,NVIDIA RTX 4060,64,1024,False,3.17,17.3,80,161.06
Lenovo,IdeaPad 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,16,1024,False,3.39,17.3,110,165.02
Acer,Aspire 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,4096,True,2.24,15.6,80,217.42
Acer,Nitro 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,256,False,1.45,14.0,80,204.48
Asus,TUF Gaming F15,Intel i5-14500H,NVIDIA RTX 4050,8,1024,False,1.37,14.0,100,122.95
Microsoft,Surface Book 3,Intel i7-14700H,NVIDIA RTX 4060,8,2048,True,1.94,15.6,100,172.12
Dell,Latitude 7420,Intel i9-14900HK,NVIDIA RTX 4080,64,1024,False,3.09,17.3,120,184.22
Acer,Predator Helios 300,Intel i5-14500H,NVIDIA RTX 3050,8,4096,True,1.67,16.0,80,137.45
